Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],Secchi Depth [m]:METAVAR:FLOAT,PRES [db],TEMP [deg C],PSAL [psu],DOXY [ml/l],PHOS [umol/l],TPHS [umol/l],SLCA [umol/l],NTRA [umol/l],NTRI [umol/l],AMON [umol/l],NTOT [umol/l],H2SX [umol/l],PHPH [],ALKY [meq/l],CPHL [ug/l]
77SK,225,B,1972-08-19T13:00,56.1250,19.2833,128,,90.84,4.94,11.17,1.65,2.08,2.23,52.5,3.7,0.03,0.1,19.1,,7.48,,
77SK,225,B,1972-08-19T13:00,56.1250,19.2833,128,,100.93,4.75,11.65,2.62,1.48,1.81,45.5,3.0,,0.5,,,7.56,1.682,
77SK,225,B,1972-08-19T13:00,56.1250,19.2833,128,,129.20,4.61,11.93,3.36,1.54,2.06,39.5,2.9,0.04,0.7,23.4,,7.53,1.825,
77SK,268,B,1972-09-13T23:00,56.1250,19.2833,127,,0.00,14.38,7.39,7.31,,0.43,,,,,,,,,
77SK,268,B,1972-09-13T23:00,56.1250,19.2833,127,,90.84,5.220,11.070,0.84,,,,,,,,,,,
77SK,268,B,1972-09-13T23:00,56.1250,19.2833,127,,100.93,4.910,11.470,1.71,,,,,,,,,,,
77SK,268,B,1972-09-13T23:00,56.1250,19.2833,127,,111.03,4.900,11.870,2.72,,,,,,,,,,,
77SK,268,B,1972-09-13T23:00,56.1250,19.2833,127,,121.12,4.83,12.08,2.79,,1.42,,,,,,,,,
77SK,307,B,1972-10-31T23:00,56.1250,19.2833,129,,0.00,9.61,7.62,7.86,0.07,0.34,2.0,0.4,0.02,0.3,,,8.32,,
77SK,307,B,1972-10-31T23:00,56.1250,19.2833,129,,5.05,9.63,7.62,7.80,0.05,0.38,1.5,0.1,,0.2,,,8.34,,
77SK,307,B,1972-10-31T23:00,56.1250,19.2833,129,,10.09,9.58,7.62,7.81,0.05,0.34,1.0,0.1,,0.3,,,8.35,,
77SK,307,B,1972-10-31T23:00,56.1250,19.2833,129,,15.14,9.40,7.61,7.83,0.06,0.55,1.5,0.1,,0.3,,,8.35,,
77SK,307,B,1972-10-31T23:00,56.1250,19.2833,129,,20.18,9.51,7.57,7.88,0.08,0.40,3.0,0.1,0.02,0.2,,,8.31,,
77SK,307,B,1972-10-31T23:00,56.1250,19.2833,129,,30.27,8.36,7.71,7.42,0.11,0.61,2.5,0.1,,0.2,,,8.21,,
77SK,307,B,1972-10-31T23:00,56.1250,19.2833,129,,40.37,3.57,7.86,7.27,0.31,0.57,12.5,0.8,,0.3,,,7.98,,
77SK,307,B,1972-10-31T23:00,56.1250,19.2833,129,,50.46,3.14,8.34,5.95,0.62,0.84,21.5,2.1,0.02,0.2,,,7.78,,
77SK,307,B,1972-10-31T23:00,56.1250,19.2833,129,,60.55,4.06,9.77,,1.60,2.01,43.5,2.7,,0.3,,,7.46,,
77SK,307,B,1972-10-31T23:00,56.1250,19.2833,129,,70.65,4.90,10.76,3.46,1.09,1.48,34.5,3.8,,0.2,,,7.60,,
77SK,307,B,1972-10-31T23:00,56.1250,19.2833,129,,80.74,4.97,11.06,3.28,1.18,1.51,36.5,3.6,0.02,0.3,,,7.60,,
77SK,307,B,1972-10-31T23:00,56.1250,19.2833,129,,90.84,5.15,11.49,2.58,1.40,1.84,42.0,4.8,,0.2,,,7.55,,
77SK,307,B,1972-10-31T23:00,56.1250,19.2833,129,,100.93,5.15,11.68,2.34,1.39,1.76,43.0,4.5,,0.2,,,7.53,,
77SK,307,B,1972-10-31T23:00,56.1250,19.2833,129,,130.21,6.28,12.82,3.15,1.07,1.48,36.5,4.1,0.04,0.4,,,7.55,,
77SK,26,B,1973-01-17T19:00,56.1250,19.2833,127,,0.00,4.34,7.45,8.76,,0.73,12.5,1.1,0.20,0.3,6.0,,,,
77SK,26,B,1973-01-17T19:00,56.1250,19.2833,127,,5.05,4.33,7.44,8.71,,0.69,11.5,1.0,,0.3,,,,1.592,
77SK,26,B,1973-01-17T19:00,56.1250,19.2833,127,,10.09,4.34,7.44,8.78,,0.68,11.0,1.1,,0.3,,,,1.584,
77SK,26,B,1973-01-17T19:00,56.1250,19.2833,127,,15.14,4.36,7.44,8.76,,0.90,11.5,1.0,,0.3,,,,1.569,
77SK,26,B,1973-01-17T19:00,56.1250,19.2833,127,,20.18,4.34,7.44,8.74,,0.75,11.0,1.0,,0.3,,,,1.571,
77SK,26,B,1973-01-17T19:00,56.1250,19.2833,127,,30.27,4.41,7.44,8.78,,0.69,11.5,1.0,,0.4,,,,1.578,
77SK,26,B,1973-01-17T19:00,56.1250,19.2833,127,,40.37,4.37,7.45,8.77,,0.69,11.5,1.2,,0.3,,,,1.594,
77SK,26,B,1973-01-17T19:00,56.1250,19.2833,127,,50.46,4.40,7.45,8.76,,0.69,11.0,0.9,,0.3,,,,1.588,
77SK,26,B,1973-01-17T19:00,56.1250,19.2833,127,,60.55,4.45,7.47,8.73,,0.66,11.0,0.9,0.19,,6.0,,,1.620,
77SK,26,B,1973-01-17T19:00,56.1250,19.2833,127,,70.65,4.38,9.75,2.43,1.42,2.34,39.5,3.2,0.02,0.4,6.0,,,1.697,
77SK,26,B,1973-01-17T19:00,56.1250,19.2833,127,,80.74,4.92,10.71,1.23,1.91,2.94,52.5,3.5,,0.2,,,,1.735,
77SK,26,B,1973-01-17T19:00,56.1250,19.2833,127,,90.84,5.17,11.31,1.08,1.98,3.12,56.5,4.4,,0.4,,,,1.764,
77SK,26,B,1973-01-17T19:00,56.1250,19.2833,127,,100.93,5.40,11.65,1.26,1.62,2.62,52.5,5.0,0.07,0.4,10.0,,,1.782,
77SK,26,B,1973-01-17T19:00,56.1250,19.2833,127,,121.12,5.43,12.07,0.81,2.09,3.18,63.0,3.4,,0.2,,,,1.794,
77SK,81,B,1973-05-24T04:00,56.1250,19.2833,125,,0.00,8.60,7.66,9.61,0.09,0.53,14.5,0.1,0.02,0.4,8.4,,8.40,1.621,
77SK,81,B,1973-05-24T04:00,56.1250,19.2833,125,,5.05,8.61,7.64,9.55,0.06,0.55,8.0,0.1,,0.3,,,8.45,1.613,
77SK,81,B,1973-05-24T04:00,56.1250,19.2833,125,,10.09,7.85,7.65,9.42,0.07,0.58,8.0,0.1,,0.4,,,8.45,1.599,
77SK,81,B,1973-05-24T04:00,56.1250,19.2833,125,,15.14,7.46,7.66,9.18,0.11,0.37,10.0,0.1,,0.4,,,8.42,1.611,
77SK,81,B,1973-05-24T04:00,56.1250,19.2833,125,,20.18,7.00,7.65,9.10,0.10,0.45,8.0,0.1,,0.3,,,8.36,1.613,
77SK,81,B,1973-05-24T04:00,56.1250,19.2833,125,,30.27,6.65,7.65,8.92,0.12,0.40,8.5,0.1,0.02,0.4,9.3,,8.31,1.611,
77SK,81,B,1973-05-24T04:00,56.1250,19.2833,125,,40.37,4.92,7.68,8.83,0.16,0.39,9.0,0.1,,0.3,,,8.21,1.611,
77SK,81,B,1973-05-24T04:00,56.1250,19.2833,125,,50.46,4.25,7.75,8.56,0.24,0.45,12.5,0.1,0.02,0.4,6.2,,8.08,1.712,
77SK,81,B,1973-05-24T04:00,56.1250,19.2833,125,,60.55,3.96,8.06,7.47,0.39,0.66,17.0,0.1,,0.4,,,7.89,1.621,
77SK,81,B,1973-05-24T04:00,56.1250,19.2833,125,,70.65,4.42,9.99,0.76,2.06,2.33,53.5,2.7,,0.2,,,7.34,1.722,
77SK,81,B,1973-05-24T04:00,56.1250,19.2833,125,,80.74,4.74,10.63,0.34,2.32,2.51,65.0,2.4,,0.3,,,7.22,1.771,
77SK,81,B,1973-05-24T04:00,56.1250,19.2833,125,,90.84,5.14,11.21,0.80,2.15,2.35,61.5,4.7,0.02,0.4,12.0,,7.20,1.775,
77SK,81,B,1973-05-24T04:00,56.1250,19.2833,125,,100.93,5.35,11.78,1.72,1.65,1.82,55.5,,,,,,7.24,1.817,
77SK,81,B,1973-05-24T04:00,56.1250,19.2833,125,,126.17,5.50,12.23,2.84,1.60,1.90,48.5,5.2,,0.6,,0.0,7.29,1.773,
77SK,110,B,1973-06-14T16:00,56.1250,19.2833,135,,95.88,5.090,10.746,1.28,,,,,,,,,,,
77SK,110,B,1973-06-14T16:00,56.1250,19.2833,135,,105.98,5.280,11.403,1.95,,,,,,,,,,,
77SK,110,B,1973-06-14T16:00,56.1250,19.2833,135,,116.08,5.460,11.565,,,,,,,,,,,,
77SK,110,B,1973-06-14T16:00,56.1250,19.2833,135,,126.17,5.350,11.719,1.88,,,,,,,,,,,
77SK,110,B,1973-06-14T16:00,56.1250,19.2833,135,,136.27,5.31,11.81,1.89,,2.05,,,,,,,,,
77SK,131,B,1973-06-28T18:00,56.1250,19.2833,120,,0.00,16.42,7.59,7.39,,0.37,,,,,,,,,
77SK,131,B,1973-06-28T18:00,56.1250,19.2833,120,,10.09,15.460,7.596,7.58,,,,,,,,,,,
77SK,131,B,1973-06-28T18:00,56.1250,19.2833,120,,20.18,13.480,7.620,7.69,,,,,,,,,,,
77SK,131,B,1973-06-28T18:00,56.1250,19.2833,120,,30.27,6.370,7.630,8.02,,,,,,,,,,,
77SK,131,B,1973-06-28T18:00,56.1250,19.2833,120,,40.37,4.970,7.650,8.10,,,,,,,,,,,
77SK,131,B,1973-06-28T18:00,56.1250,19.2833,120,,50.46,4.510,7.721,8.02,,,,,,,,,,,
77SK,131,B,1973-06-28T18:00,56.1250,19.2833,120,,60.55,4.080,7.969,7.57,,,,,,,,,,,
77SK,131,B,1973-06-28T18:00,56.1250,19.2833,120,,70.65,4.400,9.434,2.61,,,,,,,,,,,
77SK,131,B,1973-06-28T18:00,56.1250,19.2833,120,,80.74,4.980,10.725,1.13,,,,,,,,,,,
77SK,131,B,1973-06-28T18:00,56.1250,19.2833,120,,90.84,5.230,11.141,1.65,,,,,,,,,,,
77SK,131,B,1973-06-28T18:00,56.1250,19.2833,120,,100.93,5.300,11.608,1.77,,,,,,,,,,,
77SK,131,B,1973-06-28T18:00,56.1250,19.2833,120,,111.03,5.280,11.844,2.19,,,,,,,,,,,
77SK,131,B,1973-06-28T18:00,56.1250,19.2833,120,,116.08,5.44,11.96,1.98,,1.98,,,,,,,,,
77SK,206,B,1973-09-04T10:00,56.1250,19.2833,124,,0.00,16.63,7.58,6.88,,0.49,,,,,,,,,
77SK,206,B,1973-09-04T10:00,56.1250,19.2833,124,,80.74,4.660,9.660,2.85,,,,,,,,,,,
77SK,206,B,1973-09-04T10:00,56.1250,19.2833,124,,90.84,5.290,11.652,2.45,,,,,,,,,,,
77SK,206,B,1973-09-04T10:00,56.1250,19.2833,124,,100.93,5.340,,2.27,,,,,,,,,,,
77SK,206,B,1973-09-04T10:00,56.1250,19.2833,124,,111.03,5.330,11.689,1.92,,,,,,,,,,,
77SK,206,B,1973-09-04T10:00,56.1250,19.2833,124,,121.12,5.33,11.99,2.04,,2.14,,,,,,,,,
77SK,221,B,1973-09-11T12:00,56.1250,19.2833,129,,0.00,15.55,7.54,7.05,0.20,0.38,8.0,0.1,0.02,0.9,,,8.18,1.720,
77SK,221,B,1973-09-11T12:00,56.1250,19.2833,129,,5.05,15.52,7.54,6.99,0.10,0.45,8.0,0.1,,0.7,,,8.24,1.586,
77SK,221,B,1973-09-11T12:00,56.1250,19.2833,129,,10.09,15.52,7.53,6.88,0.10,0.38,8.0,0.1,,0.8,,,8.26,1.596,
77SK,221,B,1973-09-11T12:00,56.1250,19.2833,129,,15.14,15.53,7.53,6.93,0.10,0.40,8.0,0.1,,1.2,,,8.27,1.596,
77SK,221,B,1973-09-11T12:00,56.1250,19.2833,129,,20.18,15.50,7.53,6.91,0.20,0.38,8.0,0.1,0.02,1.0,3.3,,8.28,1.596,
77SK,221,B,1973-09-11T12:00,56.1250,19.2833,129,,30.27,10.49,7.60,6.51,0.20,0.39,8.0,0.1,,0.8,,,8.04,1.591,
77SK,221,B,1973-09-11T12:00,56.1250,19.2833,129,,40.37,5.26,7.64,7.57,0.30,0.41,9.0,0.1,,0.9,,,7.96,1.573,
77SK,221,B,1973-09-11T12:00,56.1250,19.2833,129,,50.46,5.03,7.71,7.68,0.30,0.44,9.0,0.2,0.15,1.8,,,7.89,1.578,
77SK,221,B,1973-09-11T12:00,56.1250,19.2833,129,,60.55,4.23,7.82,7.66,0.30,0.47,10.0,0.3,,0.7,,,7.86,1.589,
77SK,221,B,1973-09-11T12:00,56.1250,19.2833,129,,70.65,4.41,8.75,4.39,0.90,1.12,28.5,0.7,,1.6,,,7.42,1.628,
77SK,221,B,1973-09-11T12:00,56.1250,19.2833,129,,80.74,4.92,10.19,2.11,2.00,2.15,44.0,1.5,,1.2,,,7.37,1.662,
77SK,221,B,1973-09-11T12:00,56.1250,19.2833,129,,90.84,5.08,11.14,2.14,2.10,2.20,48.0,1.2,,0.6,,,7.37,1.725,
77SK,221,B,1973-09-11T12:00,56.1250,19.2833,129,,100.93,5.11,11.47,2.01,1.80,1.96,49.0,1.2,,0.8,,,7.36,1.736,
77SK,221,B,1973-09-11T12:00,56.1250,19.2833,129,,130.21,4.61,11.54,3.28,1.30,1.56,37.0,1.2,0.02,0.4,,,7.41,1.657,
77AR,13,B,1974-09-11T07:30,56.1250,19.2833,126,,0.00,15.75,7.43,6.89,0.03,0.45,9.5,,,,,,8.22,1.548,
77AR,13,B,1974-09-11T07:30,56.1250,19.2833,126,,5.05,15.72,7.42,6.86,0.02,1.49,8.5,,,,,,8.29,1.543,
77AR,13,B,1974-09-11T07:30,56.1250,19.2833,126,,10.09,15.71,7.42,6.87,0.02,0.49,8.0,,,,,,8.32,1.546,
77AR,13,B,1974-09-11T07:30,56.1250,19.2833,126,,15.14,15.71,7.42,6.85,0.02,0.41,8.0,,,,,,8.31,1.556,
77AR,13,B,1974-09-11T07:30,56.1250,19.2833,126,,20.18,15.71,7.42,5.85,0.02,0.42,8.5,,,,,,8.32,1.540,
77AR,13,B,1974-09-11T07:30,56.1250,19.2833,126,,30.27,6.04,7.66,6.09,0.20,0.45,11.0,,,,,,7.93,1.577,
77AR,13,B,1974-09-11T07:30,56.1250,19.2833,126,,40.37,4.83,7.85,7.66,0.26,0.59,11.0,,,,,,7.93,1.580,
77AR,13,B,1974-09-11T07:30,56.1250,19.2833,126,,50.46,4.26,7.92,7.98,0.27,0.52,11.5,,,,,,7.93,1.580,
77AR,13,B,1974-09-11T07:30,56.1250,19.2833,126,,60.55,3.67,8.23,6.76,0.61,1.09,16.5,,,,,,7.67,1.585,
77AR,13,B,1974-09-11T07:30,56.1250,19.2833,126,,70.65,4.22,9.45,3.36,1.40,1.72,32.5,,,,,,7.39,1.622,
77AR,13,B,1974-09-11T07:30,56.1250,19.2833,126,,80.74,4.88,10.72,1.10,2.14,2.50,45.5,,,,,,7.22,1.687,
77AR,13,B,1974-09-11T07:30,56.1250,19.2833,126,,90.84,5.33,11.31,1.13,2.28,2.64,52.0,,,,,,7.24,1.680,
77AR,13,B,1974-09-11T07:30,56.1250,19.2833,126,,100.93,5.48,11.57,1.45,1.94,2.23,48.0,,,,,,7.31,1.700,
77AR,13,B,1974-09-11T07:30,56.1250,19.2833,126,,127.18,6.11,12.01,2.16,1.83,2.20,45.5,,,,,,7.34,1.716,
77AR,50,B,1974-11-06T12:05,56.1250,19.2833,124,,0.00,9.73,7.78,7.55,0.05,0.52,3.0,0.9,0.13,0.6,12.8,,8.15,1.497,
77AR,50,B,1974-11-06T12:05,56.1250,19.2833,124,,5.05,9.73,7.78,7.69,0.05,0.51,3.5,0.9,0.17,0.5,,,8.19,1.515,
77AR,50,B,1974-11-06T12:05,56.1250,19.2833,124,,10.09,9.73,7.78,7.68,0.05,0.45,2.5,0.9,0.17,0.5,,,8.19,1.497,
77AR,50,B,1974-11-06T12:05,56.1250,19.2833,124,,15.14,9.69,7.78,7.70,0.08,0.45,3.0,0.9,0.17,0.8,,,8.19,1.509,
77AR,50,B,1974-11-06T12:05,56.1250,19.2833,124,,20.18,9.72,7.78,7.64,0.06,0.48,3.5,0.9,0.17,0.6,,,8.19,1.499,
77AR,50,B,1974-11-06T12:05,56.1250,19.2833,124,,30.27,9.71,7.79,7.68,0.08,0.50,3.5,0.9,0.18,0.6,18.2,,8.18,1.504,
77AR,50,B,1974-11-06T12:05,56.1250,19.2833,124,,40.37,7.90,7.98,7.19,0.25,0.50,8.0,1.7,0.08,0.8,,,8.00,1.494,
77AR,50,B,1974-11-06T12:05,56.1250,19.2833,124,,50.46,5.53,8.58,6.00,0.64,0.96,16.5,3.5,0.05,0.9,18.1,,7.71,1.489,
77AR,50,B,1974-11-06T12:05,56.1250,19.2833,124,,60.55,5.02,10.01,3.40,1.24,1.59,30.0,1.9,0.06,0.7,,,7.47,1.594,
77AR,50,B,1974-11-06T12:05,56.1250,19.2833,124,,70.65,5.05,10.68,1.46,1.86,2.22,41.5,7.0,0.06,0.6,18.2,,7.33,1.612,
77AR,50,B,1974-11-06T12:05,56.1250,19.2833,124,,80.74,5.25,11.22,1.01,1.96,2.38,45.5,7.3,0.07,0.6,,,7.30,1.643,
77AR,50,B,1974-11-06T12:05,56.1250,19.2833,124,,90.84,5.80,11.49,1.29,1.89,2.18,42.0,7.2,0.07,0.5,,,7.33,1.636,
77AR,50,B,1974-11-06T12:05,56.1250,19.2833,124,,100.93,6.13,11.82,1.57,2.36,2.90,42.5,8.7,0.08,0.6,20.3,,7.34,1.649,
77AR,50,B,1974-11-06T12:05,56.1250,19.2833,124,,125.16,6.21,11.88,1.41,2.62,3.08,48.5,8.7,0.15,0.9,28.0,,7.33,1.646,
77TH,94,B,1974-02-27T15:15,56.1250,19.2833,118,,0.00,2.37,7.72,9.58,0.51,,19.0,1.8,0.08,0.6,,,8.22,,
77TH,94,B,1974-02-27T15:15,56.1250,19.2833,118,,5.05,2.36,7.72,9.93,0.51,,16.5,1.7,,0.5,,,8.24,,
77TH,94,B,1974-02-27T15:15,56.1250,19.2833,118,,10.09,2.45,7.71,9.55,0.52,,16.5,1.5,,0.5,,,8.25,,
77TH,94,B,1974-02-27T15:15,56.1250,19.2833,118,,15.14,2.51,7.73,9.41,0.53,,16.5,1.5,,0.3,,,8.24,,
77TH,94,B,1974-02-27T15:15,56.1250,19.2833,118,,20.18,2.43,7.73,9.41,0.53,,16.0,1.7,0.07,0.5,,,8.25,,
77TH,94,B,1974-02-27T15:15,56.1250,19.2833,118,,30.27,2.59,7.77,9.33,0.50,,15.5,1.6,,0.4,,,8.23,,
77TH,94,B,1974-02-27T15:15,56.1250,19.2833,118,,40.37,2.65,7.81,9.34,0.55,,15.0,1.6,,0.6,,,8.24,,
77TH,94,B,1974-02-27T15:15,56.1250,19.2833,118,,50.46,2.77,7.95,9.17,0.53,,15.5,2.1,,0.3,,,8.23,,
77TH,94,B,1974-02-27T15:15,56.1250,19.2833,118,,60.55,3.78,8.86,6.60,1.01,,26.0,2.9,,0.3,,,7.91,,
77TH,94,B,1974-02-27T15:15,56.1250,19.2833,118,,70.65,5.09,10.31,2.57,1.81,,46.5,4.2,,0.3,,,7.57,,
77TH,94,B,1974-02-27T15:15,56.1250,19.2833,118,,80.74,5.04,10.93,0.74,2.40,,56.0,4.2,0.02,0.4,,,7.46,,
77TH,94,B,1974-02-27T15:15,56.1250,19.2833,118,,90.84,5.19,11.27,0.83,2.32,,58.0,4.6,,0.4,,,7.45,,
77TH,94,B,1974-02-27T15:15,56.1250,19.2833,118,,100.93,5.75,11.55,1.50,2.13,,54.5,5.0,,0.4,,,7.50,,
77TH,94,B,1974-02-27T15:15,56.1250,19.2833,118,,119.11,6.19,12.07,2.65,2.11,,48.5,4.7,0.02,0.5,,,7.56,,
77TH,151,B,1974-06-27T04:00,56.1250,19.2833,120,,0.00,12.690,7.737,,,,,,,,,,,,
77TH,151,B,1974-06-27T04:00,56.1250,19.2833,120,,10.09,12.790,7.764,,,,,,,,,,,,
77TH,151,B,1974-06-27T04:00,56.1250,19.2833,120,,20.18,8.550,7.742,,,,,,,,,,,,
77TH,151,B,1974-06-27T04:00,56.1250,19.2833,120,,30.27,4.300,7.791,,,,,,,,,,,,
77TH,151,B,1974-06-27T04:00,56.1250,19.2833,120,,40.37,4.420,7.889,,,,,,,,,,,,
77TH,151,B,1974-06-27T04:00,56.1250,19.2833,120,,50.46,3.980,8.005,,,,,,,,,,,,
77TH,151,B,1974-06-27T04:00,56.1250,19.2833,120,,60.55,3.740,8.800,4.60,,,,,,,,,,,
77TH,151,B,1974-06-27T04:00,56.1250,19.2833,120,,70.65,4.260,9.619,4.65,,,,,,,,,,,
77TH,151,B,1974-06-27T04:00,56.1250,19.2833,120,,80.74,4.950,10.887,2.84,,,,,,,,,,,
77TH,151,B,1974-06-27T04:00,56.1250,19.2833,120,,90.84,5.380,11.488,2.02,,,,,,,,,,,
77TH,151,B,1974-06-27T04:00,56.1250,19.2833,120,,100.93,5.200,11.591,1.69,,,,,,,,,,,
77TH,151,B,1974-06-27T04:00,56.1250,19.2833,120,,111.03,5.240,11.823,1.80,,,,,,,,,,,
77TH,151,B,1974-06-27T04:00,56.1250,19.2833,120,,121.12,5.320,12.010,1.82,,,,,,,,,,,
77AR,72,B,1975-03-06T07:30,56.1250,19.2833,121,,0.00,3.61,7.81,9.01,0.62,0.74,19.5,3.0,0.04,0.3,,,8.11,1.518,
77AR,72,B,1975-03-06T07:30,56.1250,19.2833,121,,5.05,3.63,7.81,8.95,0.61,0.73,19.0,3.1,0.06,0.2,,,8.14,1.520,
77AR,72,B,1975-03-06T07:30,56.1250,19.2833,121,,10.09,3.63,7.81,8.98,0.59,0.75,19.0,2.7,0.04,0.2,,,8.14,1.516,
77AR,72,B,1975-03-06T07:30,56.1250,19.2833,121,,15.14,3.61,7.81,9.02,0.58,0.77,16.5,2.9,0.03,0.2,,,8.15,1.513,
77AR,72,B,1975-03-06T07:30,56.1250,19.2833,121,,20.18,3.59,7.82,9.00,0.60,0.75,19.0,2.9,0.04,0.2,,,8.15,1.523,
77AR,72,B,1975-03-06T07:30,56.1250,19.2833,121,,30.27,3.64,7.82,8.99,0.61,0.76,19.0,2.7,0.04,0.2,,,8.15,1.520,
77AR,72,B,1975-03-06T07:30,56.1250,19.2833,121,,40.37,3.61,7.81,8.94,0.59,0.74,19.0,2.9,0.04,0.2,,,8.15,1.537,
77AR,72,B,1975-03-06T07:30,56.1250,19.2833,121,,50.46,3.61,7.82,9.01,0.62,0.76,19.0,2.9,0.04,0.2,,,8.15,1.525,
77AR,72,B,1975-03-06T07:30,56.1250,19.2833,121,,60.55,3.66,7.84,8.84,0.60,0.78,19.5,2.8,0.02,0.2,,,7.48,1.522,
77AR,72,B,1975-03-06T07:30,56.1250,19.2833,121,,70.65,4.39,9.80,2.22,2.00,2.04,49.0,4.3,0.02,0.3,,,7.39,1.607,
77AR,72,B,1975-03-06T07:30,56.1250,19.2833,121,,80.74,5.48,10.81,1.21,2.19,2.20,58.5,5.4,0.02,0.2,,,7.37,1.647,
77AR,72,B,1975-03-06T07:30,56.1250,19.2833,121,,90.84,5.71,11.02,1.10,2.23,2.26,61.0,5.3,0.04,0.3,,,7.37,1.656,
77AR,72,B,1975-03-06T07:30,56.1250,19.2833,121,,100.93,5.87,11.11,1.13,2.19,2.30,60.0,5.7,0.02,0.1,,,7.37,1.659,
77AR,72,B,1975-03-06T07:30,56.1250,19.2833,121,,122.13,6.00,11.85,,2.79,3.08,70.5,5.7,0.10,0.5,,,7.35,1.712,
77AR,273,B,1975-06-03T06:20,56.1250,19.2833,126,,0.00,7.68,7.81,8.94,0.12,0.65,12.0,0.1,0.02,1.1,45.0,,8.29,1.542,
77AR,273,B,1975-06-03T06:20,56.1250,19.2833,126,,10.09,7.41,7.80,8.94,0.12,0.56,11.5,0.1,0.02,1.1,,,8.33,1.545,
77AR,273,B,1975-06-03T06:20,56.1250,19.2833,126,,20.18,6.84,7.81,8.86,0.12,0.54,11.5,0.1,0.02,1.1,,,8.33,1.549,
77AR,273,B,1975-06-03T06:20,56.1250,19.2833,126,,30.27,6.61,7.80,8.87,0.15,0.46,12.0,0.1,0.02,1.3,,,8.32,1.535,
77AR,273,B,1975-06-03T06:20,56.1250,19.2833,126,,40.37,6.24,7.80,8.84,0.17,0.46,12.0,0.1,0.02,1.3,,,8.27,1.542,
77AR,273,B,1975-06-03T06:20,56.1250,19.2833,126,,50.46,4.44,7.83,8.73,0.29,0.73,14.5,0.1,0.02,1.3,61.0,,8.07,1.538,
77AR,273,B,1975-06-03T06:20,56.1250,19.2833,126,,60.55,3.89,7.86,8.43,0.58,0.72,19.0,0.2,0.03,1.2,,,7.73,1.535,
77AR,273,B,1975-06-03T06:20,56.1250,19.2833,126,,70.65,4.20,8.54,5.85,1.03,1.29,31.0,1.4,0.07,1.3,28.0,,7.41,1.563,
77AR,273,B,1975-06-03T06:20,56.1250,19.2833,126,,80.74,5.01,10.13,1.60,1.92,2.24,51.0,5.6,0.14,1.0,,,7.37,1.620,
77AR,273,B,1975-06-03T06:20,56.1250,19.2833,126,,90.84,6.05,10.66,1.14,2.89,3.28,64.0,6.0,0.27,1.6,,,7.34,1.645,
77AR,273,B,1975-06-03T06:20,56.1250,19.2833,126,,100.93,5.93,11.03,1.00,2.41,2.77,65.5,7.2,0.17,1.2,,,7.34,1.649,
77AR,273,B,1975-06-03T06:20,56.1250,19.2833,126,,127.18,6.20,11.82,0.25,5.13,5.58,82.0,1.6,0.57,5.4,20.0,,7.33,1.717,
77AR,282,B,1975-06-17T05:20,56.1250,19.2833,126,,0.00,9.97,7.77,8.16,,0.47,,,,,,,,,
77AR,282,B,1975-06-17T05:20,56.1250,19.2833,126,,60.55,4.050,7.856,8.39,,,,,,,,,,,
77AR,282,B,1975-06-17T05:20,56.1250,19.2833,126,,70.65,4.760,7.940,7.88,,,,,,,,,,,
77AR,282,B,1975-06-17T05:20,56.1250,19.2833,126,,80.74,4.790,9.831,1.95,,,,,,,,,,,
77AR,282,B,1975-06-17T05:20,56.1250,19.2833,126,,90.84,5.550,10.659,0.96,,,,,,,,,,,
77AR,282,B,1975-06-17T05:20,56.1250,19.2833,126,,100.93,5.740,10.937,0.80,,,,,,,,,,,
77AR,282,B,1975-06-17T05:20,56.1250,19.2833,126,,111.03,6.010,11.221,1.20,,,,,,,,,,,
77AR,282,B,1975-06-17T05:20,56.1250,19.2833,126,,121.12,6.090,11.787,0.21,,,,,,,,,,,
77AR,282,B,1975-06-17T05:20,56.1250,19.2833,126,,127.18,,11.79,0.15,,7.32,,,,,,,,,
77AR,304,B,1975-06-26T18:45,56.1250,19.2833,127,,0.00,12.62,7.74,7.83,0.12,0.40,8.0,,,,,,8.31,,
77AR,304,B,1975-06-26T18:45,56.1250,19.2833,127,,5.05,12.62,7.73,7.94,0.14,,8.0,,,,,,8.41,,
77AR,304,B,1975-06-26T18:45,56.1250,19.2833,127,,10.09,12.56,7.73,7.91,0.14,0.38,8.0,,,,,,8.41,,
77AR,304,B,1975-06-26T18:45,56.1250,19.2833,127,,15.14,10.71,7.75,8.10,0.17,,8.0,,,,,,8.40,,
77AR,304,B,1975-06-26T18:45,56.1250,19.2833,127,,20.18,9.36,7.74,8.01,0.19,0.49,9.0,,,,,,8.35,,
77AR,304,B,1975-06-26T18:45,56.1250,19.2833,127,,30.27,6.95,7.75,8.33,0.23,0.63,8.5,,,,,,8.28,,
77AR,304,B,1975-06-26T18:45,56.1250,19.2833,127,,40.37,6.40,7.76,8.44,0.23,,8.5,,,,,,8.29,,
77AR,304,B,1975-06-26T18:45,56.1250,19.2833,127,,50.46,4.74,7.80,8.40,0.37,0.53,11.5,,,,,,8.17,,
77AR,304,B,1975-06-26T18:45,56.1250,19.2833,127,,60.55,4.03,7.85,8.31,0.49,0.70,15.0,,,,,,8.08,,
